"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","B13_genomic","GCA_000409585.1_Hal1_genomic.NN","GCA_000735115.1_ASM73511v1_genomic.NM","GCA_000982455.1_ASM98245v1_genomic.NM","GCA_003336815.1_ASM333681v1_genomic.NM","GCA_004328925.1_ASM432892v1_genomic.NM","GCA_008831405.1_ASM883140v1_genomic.NM","GCA_011456075.1_ASM1145607v1_genomic.NM","GCA_013186645.1_ASM1318664v1_genomic.NM","GCA_013393725.1_ASM1339372v1_genomic.NM","GCA_018122435.1_ASM1812243v1_genomic.NN","GCA_018122445.1_ASM1812244v1_genomic.NN","GCA_018122455.1_ASM1812245v1_genomic.NN","GCA_018122465.1_ASM1812246v1_genomic.NN","GCA_018122475.1_ASM1812247v1_genomic.NN","GCA_018122535.1_ASM1812253v1_genomic.NN","GCA_019583555.1_ASM1958355v1_genomic.NN","GCA_022700895.1_ASM2270089v1_genomic.NN","GCA_023518255.2_ASM2351825v2_genomic.NM","GCA_024262185.1_ASM2426218v1_genomic.NM","GCA_030519455.1_ASM3051945v1_genomic.NM","GCA_030643765.1_ASM3064376v1_genomic.NM","GCA_032598945.1_ASM3259894v1_genomic.NN","GCA_036218465.1_ASM3621846v1_genomic.NM","GCA_036231745.1_ASM3623174v1_genomic.NM","GCA_038762065.1_ASM3876206v1_genomic.NM","GCA_038898345.1_ASM3889834v1_genomic.NM","GCA_040278585.1_ASM4027858v1_genomic.NM","GCA_050908195.1_ASM5090819v1_genomic.NN","GCA_051851495.1_ASM5185149v1_genomic.NM","GCA_052976505.1_ASM5297650v1_genomic.NN","GCA_053570475.1_ASM5357047v1_genomic.NM"
"group_4447","","hypothetical protein","3","3","1","114","7004","1","2601","","248","803","618","","","","","","","","","","DDCFCBDF_01639","","","","ALMECFFD_03143","","","","","","","","","","","","FNPFPPAG_02086","","","","","",""
"group_4484","","hypothetical protein","3","3","1","114","3734","1","3254","","125","125","125","","","","","","","","","","","","","","ALMECFFD_02096","","","NADAGIKK_01743","","","","","","","","","","","","","AKHABIKF_00091","",""
"group_45","","hypothetical protein","3","3","1","114","440","7","34","","821","1022","888","","","","","","","LHNFOEJC_00715","","","","","","","","","","NADAGIKK_01449","","","","","","","","","","","","","AKHABIKF_01107","",""
"group_4509","","hypothetical protein","3","3","1","114","1227","1","319","","182","260","234","","","","","","","","","","","","","","","","","NADAGIKK_01795","","","","","","","","","","","","","AKHABIKF_03838","DHKOHJCB_02025",""
"btuD_3","","Bacitracin transport ATP-binding protein BcrA","3","3","1","114","2829","8","21","","515","647","603","","","","","","","","","","","","","","","","","NADAGIKK_03780","","","","","","","","","","","","","AKHABIKF_02980","DHKOHJCB_00673",""
"group_4527","","hypothetical protein","3","3","1","114","4853","1","3100","","161","161","161","","","","","","","","","","","","","","","","","NADAGIKK_03930","","","OCCFHEHO_04151","","","GIOCAJEK_04193","","","","","","","","",""
"group_4531","","Putative 5'(3')-deoxyribonucleotidase","3","3","1","114","3373","1","1443","","302","518","446","","","","","","","","","","","","","","","","","","ADNDDJPL_01578","","","","ELIPLHKN_02818","","","","","","","","","","FAMPPICK_02175"
"group_4534","","hypothetical protein","3","3","1","114","8301","1","1790","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","179","182","180","","","","","","","","","","","","","","","","","","","","OCCFHEHO_04095","","","","","PLHLKKDO_00274","","","","","","DHKOHJCB_01387",""
"group_4535","","hypothetical protein","3","3","1","114","8290","1","1788","","569","569","569","","","","","","","","","","","","","","","","","","","","OCCFHEHO_04097","","","","","PLHLKKDO_00272","","","","","","DHKOHJCB_01385",""
"group_4541","yisP","Putative phytoene/squalene synthase YisP","3","3","1","114","10221","159","1","","806","806","806","","","","","","","","","","","","","","","","","","","","","","","","KINKNFBI_00889","","","MPDACFMJ_02404","DNCMPOJM_01250","","","",""
"group_4544","","hypothetical protein","3","3","1","114","3600","1527","1","","488","503","498","","","","","","","","","","","","","","","","","","","","","","","","","","","MPDACFMJ_04078","","","AKHABIKF_04052","DHKOHJCB_04123",""
"group_4707","","hypothetical protein","3","3","1","114","6966","1","2299","","233","233","233","CBPJGFDI_01039","","PLLECCHL_00984","","EJLPBIDD_01079","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4708","","hypothetical protein","3","3","1","114","9785","1","2318","","224","224","224","CBPJGFDI_01043","","PLLECCHL_00986","","","","","","","","","","","","","","","","","OCCFHEHO_00975","","","","","","","","","","","",""
"group_4710","","hypothetical protein","3","3","1","114","9783","1","2320","","215","215","215","CBPJGFDI_01045","","PLLECCHL_00988","","","","","","","","","","","","","","","","","OCCFHEHO_00977","","","","","","","","","","","",""
"group_4721","","hypothetical protein","3","3","1","114","9737","1","1996","","236","236","236","CBPJGFDI_01071","","PLLECCHL_01018","","EJLPBIDD_01045","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4738","yorR","SPbeta prophage-derived uncharacterized protein YorR","3","3","1","114","3245","1","1447","","497","497","497","CBPJGFDI_01102","","","","","","","","CBBMCBHD_00449","","","","","","","","","","KKOACABF_03112","","","","","","","","","","","","",""
"group_4787","","hypothetical protein","3","3","1","114","9902","1","2126","","224","224","224","CBPJGFDI_01258","","","","","","LHNFOEJC_02073","OPAAANOD_00092","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4788","","hypothetical protein","3","3","1","114","9901","1","2121","","509","509","509","CBPJGFDI_01259","","","","","","LHNFOEJC_02072","OPAAANOD_00093","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4789","","hypothetical protein","3","3","1","114","9900","1","2120","","938","938","938","CBPJGFDI_01260","","","","","","LHNFOEJC_02071","","","","","","","","","","","","","","","","","","","","MPDACFMJ_01109","","","","",""
"group_4790","","hypothetical protein","3","3","1","114","9895","1","2119","","803","803","803","CBPJGFDI_01261","","","","","","LHNFOEJC_02070","","","","","","","","","","","","","","","","","","","","MPDACFMJ_01108","","","","",""
"group_4791","","hypothetical protein","3","3","1","114","9894","1","2118","","365","365","365","CBPJGFDI_01262","","","","","","LHNFOEJC_02069","","","","","","","","","","","","","","","","","","","","MPDACFMJ_01107","","","","",""
"group_4792","","hypothetical protein","3","3","1","114","9893","1","2117","","548","548","548","CBPJGFDI_01263","","","","","","LHNFOEJC_02068","","","","","","","","","","","","","","","","","","","","MPDACFMJ_01106","","","","",""
"group_4793","","hypothetical protein","3","3","1","114","9916","1","2105","","230","230","230","CBPJGFDI_01266","","","","","","LHNFOEJC_02065","","","","","","","","","","","","","","","","","","","","MPDACFMJ_01103","","","","",""
"group_4794","","hypothetical protein","3","3","1","114","9917","1","2104","","917","917","917","CBPJGFDI_01267","","","","","","LHNFOEJC_02064","","","","","","","","","","","","","","","","","","","","MPDACFMJ_01102","","","","",""
"group_482","yodF_2","putative symporter YodF","3","3","1","114","7082","358","1","","887","1490","1289","","","","","EJLPBIDD_03029","","","","","","","KAALHNMO_01271","","ALMECFFD_03605","","","","","","","","","","","","","","","","","",""
"group_486","","Protein csk22","3","3","1","114","9498","1","2537","","188","545","426","","","","","","","","","","","","","","","","","NADAGIKK_01340","","","","","","","","PLHLKKDO_01076","","","","","","DHKOHJCB_02201",""
"tdh_1","","Alcohol dehydrogenase","3","3","1","114","1123","187","3","","389","1232","702","","","","","EJLPBIDD_04008","","","","","","","","","","","","","","","","","","","KINKNFBI_00758","","","","","LCJDOLDM_03068","","",""
"group_4871","","hypothetical protein","3","3","1","114","7434","1","1645","","533","533","533","CBPJGFDI_01737","","","","","","","","","","","","","","","","","","","","","","","","","FNPFPPAG_01869","","","LCJDOLDM_02866","","",""
"group_4879","","hypothetical protein","3","3","1","114","2341","1","1716","","197","197","197","CBPJGFDI_01750","","","","","","","","","","","","","","","","","","","","","","","","","FNPFPPAG_01855","","","LCJDOLDM_02855","","",""
"group_4880","","hypothetical protein","3","3","1","114","2315","1","1714","","155","155","155","CBPJGFDI_01751","","","CKPFFKFG_01555","","","","","","","","","","","","","","","","","","","","","","FNPFPPAG_01854","","","","","",""
"group_494","dpp5","Dipeptidyl-peptidase 5","3","3","1","114","6155","348","2","","1478","1973","1808","CBPJGFDI_01569","","","","","","","","","","","","MMHBEFPG_01167","ALMECFFD_03804","","","","","","","","","","","","","","","","","",""
"group_4952","","hypothetical protein","3","3","1","114","5682","25","19","","209","209","209","CBPJGFDI_02035","","","","","","","","","","","","","","","","","","","","","","","","","","","","LCJDOLDM_00562","","DHKOHJCB_00538",""
"group_4953","","hypothetical protein","3","3","1","114","5683","25","20","","518","518","518","CBPJGFDI_02036","","","","","","","","","","","","","","","","","","","","","","","","","","","","LCJDOLDM_00563","","DHKOHJCB_00539",""
"group_4994","","hypothetical protein","3","3","1","114","2965","180","4","","857","857","857","CBPJGFDI_02363","","","","","","","","","","","","","","","","","","","","","","","","","","","DNCMPOJM_00848","","","DHKOHJCB_00862",""
"nudG","","CTP pyrophosphohydrolase","3","3","1","114","5195","180","5","","407","407","407","CBPJGFDI_02364","","","","","","","","","","","","","","","","","","","","","","","","","","","DNCMPOJM_00849","","","DHKOHJCB_00863",""
"rep","","ATP-dependent DNA helicase Rep","3","3","1","114","3022","16","51","","1916","1916","1916","CBPJGFDI_02446","","","","","","","","","","","","","","","","","","","","","","","","","","","DNCMPOJM_00933","LCJDOLDM_00969","","",""
"group_5009","","hypothetical protein","3","3","1","114","3023","16","26","","1013","1013","1013","CBPJGFDI_02448","","","","","","","","","","","","","","","","","","","","","","","","","","","DNCMPOJM_00935","LCJDOLDM_00971","","",""
"group_5015","","hypothetical protein","3","3","1","114","5052","16","63","","1292","1292","1292","CBPJGFDI_02458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AKHABIKF_01717","DHKOHJCB_00953",""
"group_5075","","hypothetical protein","3","3","1","114","1984","1443","1","","119","119","119","CBPJGFDI_02894","","","","","","","OPAAANOD_04419","","","","","","","","","","","","","","","","KINKNFBI_03119","","","","","","","",""
"group_511","","hypothetical protein","3","3","1","114","2748","25","28","","122","653","299","","","","","","","","","CBBMCBHD_02052","","","","","","","","","","KKOACABF_01969","","MDCBHCFC_02314","","","","","","","","","","",""
"group_534","garK","Glycerate 2-kinase","3","3","1","114","3017","65","11","","218","1148","838","","","","","EJLPBIDD_05181","","","OPAAANOD_02598","","","","","","","","","","","","","","","","KINKNFBI_03007","","","","","","","",""
"group_5356","","hypothetical protein","3","3","1","114","2511","1","425","","446","446","446","","JOALHOIP_01196","","CKPFFKFG_03245","","","LHNFOEJC_01878","","","","","","","","","","","","","","","","","","","","","","","","",""
"vsr","","Very short patch repair protein","3","3","1","114","394","7","74","","413","413","413","","JOALHOIP_01277","","","","","","","","","","","","","","","","","","OCCFHEHO_03964","","","","","PLHLKKDO_03902","","","","","","",""
"bspRIM","","Modification methylase BspRI","3","3","1","114","395","7","73","","1292","1292","1292","","JOALHOIP_01278","","","","","","","","","","","","","","","","","","OCCFHEHO_03965","","","","","PLHLKKDO_03901","","","","","","",""
"group_5399","yjdB","putative protein YjdB","3","3","1","114","5332","97","10","","365","365","365","","JOALHOIP_02264","","","","","","","CBBMCBHD_02324","","","","","","","","","","KKOACABF_01556","","","","","","","","","","","","",""
"group_5422","","hypothetical protein","3","3","1","114","553","336","6","","158","158","158","","JOALHOIP_02829","","","","","","","","","","","","","","","","","KKOACABF_02766","","MDCBHCFC_03838","","","","","","","","","","",""
"group_5423","","hypothetical protein","3","3","1","114","554","336","5","","926","926","926","","JOALHOIP_02830","","","","","","","","","","","","","","","","","KKOACABF_02767","","MDCBHCFC_03837","","","","","","","","","","",""
"group_5455","","hypothetical protein","3","3","1","114","2745","25","17","","485","485","485","","JOALHOIP_03511","","","EJLPBIDD_02679","","","","","","","","MMHBEFPG_01701","","","","","","","","","","","","","","","","","","",""
"group_546","ykvP","Spore protein YkvP","3","3","1","114","1875","1","787","","446","1118","894","","","","","","","","OPAAANOD_04327","","","","","MMHBEFPG_00887","","","","","","","","","","","","","","","DNCMPOJM_01595","","","",""
"group_5482","yokI_2","hypothetical protein","3","3","1","114","1000","1","966","","1775","1778","1777","","","PLLECCHL_00339","CKPFFKFG_02670","","","LHNFOEJC_01236","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5488","","hypothetical protein","3","3","1","114","1081","1","2584","","134","134","134","","","PLLECCHL_00920","","","","","","","","","","","","","","","","","OCCFHEHO_00909","","","","","PLHLKKDO_01434","","","","","","",""
"group_5489","","hypothetical protein","3","3","1","114","1083","1","2582","","164","164","164","","","PLLECCHL_00923","","","","","","","","","","","","","","","","","OCCFHEHO_00911","","","","","PLHLKKDO_01432","","","","","","",""
"group_553","","hypothetical protein","3","3","1","114","1368","217","2","","401","1301","1001","","","","","EJLPBIDD_03345","KBFHEIFM_01406","","","","DDCFCBDF_02336","","","","","","","","","","","","","","","","","","","","","",""
"group_5536","","Putative 5'(3')-deoxyribonucleotidase","3","3","1","114","3370","1","1439","","518","518","518","","","PLLECCHL_01053","","","","","OPAAANOD_00154","","","","","","","","","","","","OCCFHEHO_01038","","","","","","","","","","","",""
"group_5537","","hypothetical protein","3","3","1","114","3369","1","1438","","257","257","257","","","PLLECCHL_01054","","","","","OPAAANOD_00155","","","","","","","","","","","","OCCFHEHO_01039","","","","","","","","","","","",""
"group_5540","","hypothetical protein","3","3","1","114","3341","1","1417","","263","263","263","","","PLLECCHL_01060","","EJLPBIDD_01006","","","OPAAANOD_00161","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5550","","hypothetical protein","3","3","1","114","3262","1","2427","","347","347","347","","","PLLECCHL_01073","","","","","","CBBMCBHD_00471","","","","","","","","","","KKOACABF_03134","","","","","","","","","","","","",""
"group_5561","","hypothetical protein","3","3","1","114","2412","1","2498","","827","827","827","","","PLLECCHL_01092","","","","","","","","","","","","","","","","","OCCFHEHO_01076","","","","","PLHLKKDO_01270","","","","","","",""
"group_5605","","hypothetical protein","3","3","1","114","7359","1","253","","278","278","278","","","PLLECCHL_02081","","","","","","","","","","","","","","","","","","","","","","PLHLKKDO_00325","","","","","AKHABIKF_02082","",""
"group_5610","","hypothetical protein","3","3","1","114","7373","1","261","","296","296","296","","","PLLECCHL_02093","","","","","","","","","","MMHBEFPG_00576","","","","","","","","","","","","","","","","","AKHABIKF_02070","",""
"group_5611","","hypothetical protein","3","3","1","114","7384","1","268","","158","158","158","","","PLLECCHL_02101","","","","","","","","","","","","","","","","","","","","","","PLHLKKDO_00305","","","","","AKHABIKF_02062","",""
"group_5617","","hypothetical protein","3","3","1","114","7396","1","1741","","230","230","230","","","PLLECCHL_02108","","","","","","","","","","MMHBEFPG_00562","","","","","","","","","","","","","","","","","AKHABIKF_02055","",""
"group_5625","","hypothetical protein","3","3","1","114","8250","1","1838","","152","152","152","","","PLLECCHL_02126","","EJLPBIDD_01919","KBFHEIFM_03268","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5627","","hypothetical protein","3","3","1","114","8319","1","1807","","569","569","569","","","PLLECCHL_02137","","","","","","","","","","MMHBEFPG_00532","","","","","","","","","","","","","","","","","AKHABIKF_02028","",""
"group_5628","","hypothetical protein","3","3","1","114","8320","1","1806","","728","728","728","","","PLLECCHL_02138","","","","","","","","","","MMHBEFPG_00531","","","","","","","","","","","","","","","","","AKHABIKF_02027","",""
"iolX_1","","scyllo-inositol 2-dehydrogenase (NAD( ))","3","3","1","114","10218","49","9","","308","1028","788","","JOALHOIP_02357","","","EJLPBIDD_01209","","","","","DDCFCBDF_02514","","","","","","","","","","","","","","","","","","","","","",""
"group_5810","","hypothetical protein","3","3","1","114","5770","2","91","","2030","2030","2030","","","","CKPFFKFG_01783","","","LHNFOEJC_03649","","","","","","","","","","","","","","","","","","","","MPDACFMJ_00562","","","","",""
"group_5811","","hypothetical protein","3","3","1","114","5767","2","84","","1343","1343","1343","","","","CKPFFKFG_01786","","","LHNFOEJC_03652","","","","","","","","","","","","","","","","","","","","MPDACFMJ_00559","","","","",""
"group_5812","tarF","Teichoic acid poly(glycerol phosphate) polymerase","3","3","1","114","2704","2","85","","1184","1184","1184","","","","CKPFFKFG_01787","","","LHNFOEJC_03653","","","","","","","","","","","","","","","","","","","","MPDACFMJ_00558","","","","",""
"olsG","","Ornithine lipid N-methyltransferase","3","3","1","114","3752","1","2773","","605","605","605","","","","CKPFFKFG_03342","","","","","","","","","","","","","","","","","","","","KINKNFBI_01912","","","","","","","DHKOHJCB_03590",""
"group_5839","","hypothetical protein","3","3","1","114","1018","1","2152","","176","176","176","","","","","","","","","","","","","","","","","","ADNDDJPL_01471","","","","ELIPLHKN_02711","","","","","","","","","","FAMPPICK_02284"
"group_5964","","hypothetical protein","3","3","1","114","6686","1","362","","203","203","203","","","","","EJLPBIDD_00275","","","","","","","","","","","","","","","","","","","","","","MPDACFMJ_03111","DNCMPOJM_01977","","","",""
"group_5968","","hypothetical protein","3","3","1","114","206","7","78","","1784","1784","1784","","","","","EJLPBIDD_00290","","","","","","","","","","","","","","","","","","","","","","","","LCJDOLDM_01784","AKHABIKF_01098","",""
"group_5969","","hypothetical protein","3","3","1","114","207","7","79","","938","938","938","","","","","EJLPBIDD_00291","","","","","","","","","","","","","","","","","","","","","","","","LCJDOLDM_01785","AKHABIKF_01099","",""
"group_598","","5S ribosomal RNA","3","3","1","114","4654","6","50","","79","103","95","","JOALHOIP_03663","","","","","","","","","","","","","","","","","KKOACABF_04148","","MDCBHCFC_02156","","","","","","","","","","",""
"group_610","alkA","DNA-3-methyladenine glycosylase","3","3","1","114","4489","21","26","","338","911","720","","","","","EJLPBIDD_02109","","","","","","","","","ALMECFFD_00962","","","NADAGIKK_02556","","","","","","","","","","","","","","",""
"group_6111","","hypothetical protein","3","3","1","114","3312","1","2416","","353","353","353","","","","","EJLPBIDD_00990","","","OPAAANOD_00175","","","","","","","","","","","","","","","","","PLHLKKDO_01292","","","","","","",""
"group_6142","","hypothetical protein","3","3","1","114","9675","1","1972","","380","380","380","","","","","EJLPBIDD_01036","","","","CBBMCBHD_00425","","","","","","","","","","KKOACABF_03088","","","","","","","","","","","","",""
"group_6339","","hypothetical protein","3","3","1","114","8327","1","1802","","152","152","152","","","","","EJLPBIDD_02062","","","","","","","","MMHBEFPG_03048","","","","","","","","","","","","PLHLKKDO_00267","","","","","","",""
"group_6408","cotR","Putative sporulation hydrolase CotR","3","3","1","114","5958","59","11","","962","962","962","","","","","EJLPBIDD_02919","","","","","","","","","","","","","","","","","","","","","","MPDACFMJ_00681","DNCMPOJM_00368","","","",""
"group_6619","","hypothetical protein","3","3","1","114","8288","1","1887","","314","314","314","","","","","EJLPBIDD_04325","","","OPAAANOD_03447","","","","","","","","","","","","OCCFHEHO_04099","","","","","","","","","","","",""
"xerC_5","","Tyrosine recombinase XerC","3","3","1","114","260","1","1882","","1199","1199","1199","","","","","EJLPBIDD_04332","","","OPAAANOD_03440","","","","","","","","","","","","OCCFHEHO_04103","","","","","","","","","","","",""
"group_6706","","hypothetical protein","3","3","1","114","5228","57","28","","326","326","326","","","","","EJLPBIDD_04975","","","","","DDCFCBDF_03908","","","","","","","","","","","","","","","","","MPDACFMJ_00196","","","","",""
"bmrR_1","","Multidrug-efflux transporter 1 regulator","3","3","1","114","7189","116","5","","185","836","612","","","","","EJLPBIDD_05252","","","OPAAANOD_00744","","","","","","","","","","","","","","","","","","","","","LCJDOLDM_03458","","",""
"group_6723","","hypothetical protein","3","3","1","114","7556","1","147","","557","557","557","","","","","EJLPBIDD_05143","","","","","","","","","","","","","","","","","","","","","","MPDACFMJ_01741","DNCMPOJM_02700","","","",""
"degA_2","","HTH-type transcriptional regulator DegA","3","3","1","114","7557","1","148","","974","974","974","","","","","EJLPBIDD_05144","","","","","","","","","","","","","","","","","","","","","","MPDACFMJ_01742","DNCMPOJM_02701","","","",""
"yesO_1","","hypothetical protein","3","3","1","114","7558","1","149","","1304","1304","1304","","","","","EJLPBIDD_05145","","","","","","","","","","","","","","","","","","","","","","MPDACFMJ_01743","DNCMPOJM_02702","","","",""
"lacF_1","","Lactose transport system permease protein LacF","3","3","1","114","7559","1","150","","938","938","938","","","","","EJLPBIDD_05146","","","","","","","","","","","","","","","","","","","","","","MPDACFMJ_01744","DNCMPOJM_02703","","","",""
"lacG","","Lactose transport system permease protein LacG","3","3","1","114","7560","1","151","","848","848","848","","","","","EJLPBIDD_05147","","","","","","","","","","","","","","","","","","","","","","MPDACFMJ_01745","DNCMPOJM_02704","","","",""
"cscB","","Sucrose permease","3","3","1","114","7561","1","152","","1256","1256","1256","","","","","EJLPBIDD_05148","","","","","","","","","","","","","","","","","","","","","","MPDACFMJ_01746","DNCMPOJM_02705","","","",""
"sacA","","Sucrose-6-phosphate hydrolase","3","3","1","114","7562","1","153","","1499","1499","1499","","","","","EJLPBIDD_05149","","","","","","","","","","","","","","","","","","","","","","MPDACFMJ_01747","DNCMPOJM_02706","","","",""
"maa_2","","Maltose O-acetyltransferase","3","3","1","114","7564","1","155","","560","560","560","","","","","EJLPBIDD_05151","","","","","","","","","","","","","","","","","","","","","","MPDACFMJ_01749","DNCMPOJM_02708","","","",""
"group_6834","","hypothetical protein","3","3","1","114","4470","21","8","","173","173","173","","","","","","KBFHEIFM_00315","LHNFOEJC_00235","","","","","","","","","","","","","","","","","","","FNPFPPAG_00254","","","","","",""
"group_6880","","hypothetical protein","3","3","1","114","7270","1","58","","260","260","260","","","","","","KBFHEIFM_02644","","","","","","","","","","","","","","","","","","","","FNPFPPAG_02632","","","","AKHABIKF_02300","",""
"group_6884","","hypothetical protein","3","3","1","114","6609","1","570","","188","188","188","","","","","","KBFHEIFM_02826","","","","DDCFCBDF_00921","","","","","","","","","","","","","GIOCAJEK_02712","","","","","","","","",""
"group_6892","","hypothetical protein","3","3","1","114","10013","1","1347","","392","392","392","","","","","","KBFHEIFM_02846","LHNFOEJC_01855","","","","","","","","","","","","","","","","","","","","","","LCJDOLDM_02948","","",""
"group_6932","","hypothetical protein","3","3","1","114","8211","1","1174","","131","131","131","","","","","","KBFHEIFM_03251","","OPAAANOD_03476","","","","","","","","","","","","","","","","","","","","","","","DHKOHJCB_01413",""
"group_6951","comP","Sensor histidine kinase ComP","3","3","1","114","6295","1493","1","","2300","2300","2300","","","","","","KBFHEIFM_03348","","","","","","","","","","","","","","","","","","KINKNFBI_01749","","","","","LCJDOLDM_00087","","",""
"group_6952","","hypothetical protein","3","3","1","114","6314","1493","3","","164","164","164","","","","","","KBFHEIFM_03349","","","","","","","","","","","","","","","","","","KINKNFBI_01748","","","","","LCJDOLDM_00088","","",""
"group_6953","","hypothetical protein","3","3","1","114","6315","1493","2","","944","944","944","","","","","","KBFHEIFM_03350","","","","","","","","","","","","","","","","","","KINKNFBI_01747","","","","","LCJDOLDM_00089","","",""
"group_6954","","hypothetical protein","3","3","1","114","5333","97","3","","197","197","197","","","","","","KBFHEIFM_04082","LHNFOEJC_03974","","","","","","","","","","","","","","","","GIOCAJEK_03904","","","","","","","","",""
"group_6984","","hypothetical protein","3","3","1","114","3413","1","1488","","260","260","260","","","","","","","LHNFOEJC_01842","","","","DFPKOMDA_02312","","","ALMECFFD_03396","","","","","","","","","","","","","","","","","",""
"group_6988","","hypothetical protein","3","3","1","114","10064","1","988","","299","299","299","","","","","","","LHNFOEJC_01871","","","","","","","ALMECFFD_03368","","","","","","","","","","","","FNPFPPAG_01892","","","","","",""
"group_6999","","hypothetical protein","3","3","1","114","8683","1","72","","758","758","758","","","","","","","LHNFOEJC_02648","","","","","","","","","","","","","OCCFHEHO_01817","MDCBHCFC_00513","","","","","","","","","","",""
"group_7000","","hypothetical protein","3","3","1","114","8682","1","73","","359","359","359","","","","","","","LHNFOEJC_02649","","","","","","","","","","","","","OCCFHEHO_01818","MDCBHCFC_00512","","","","","","","","","","",""
"group_7015","","hypothetical protein","3","3","1","114","5167","69","7","","170","170","170","","","","","","","LHNFOEJC_04057","","","","","","MMHBEFPG_02259","","","","","","","OCCFHEHO_03201","","","","","","","","","","","",""
"group_7028","","hypothetical protein","3","3","1","114","1039","1","2174","","419","419","419","","","","","","","","OPAAANOD_00053","","","","","","","","","","","","OCCFHEHO_00936","","","","","PLHLKKDO_01411","","","","","","",""
"group_7029","","hypothetical protein","3","3","1","114","1038","1","2175","","488","488","488","","","","","","","","OPAAANOD_00054","","","","","","","","","","","","OCCFHEHO_00937","","","","","PLHLKKDO_01410","","","","","","",""
"group_7033","","hypothetical protein","3","3","1","114","9877","1","2238","","524","524","524","","","","","","","","OPAAANOD_00075","CBBMCBHD_02820","","","","","","","","","","KKOACABF_03386","","","","","","","","","","","","",""
"group_7057","","hypothetical protein","3","3","1","114","3339","1","1409","","122","122","122","","","","","","","","OPAAANOD_00163","","","","","","","","","","","","OCCFHEHO_01049","","","","","PLHLKKDO_01304","","","","","","",""
"group_7058","","hypothetical protein","3","3","1","114","3338","1","1408","","320","320","320","","","","","","","","OPAAANOD_00164","","","","","","","","","","","","OCCFHEHO_01050","","","","","PLHLKKDO_01303","","","","","","",""
"yokI_1","","putative ribonuclease YokI","3","3","1","114","6670","1","629","","176","176","176","","","","","","","","OPAAANOD_00221","","","","","","","","","","","","OCCFHEHO_01096","","","","","PLHLKKDO_01250","","","","","","",""
"group_7174","cycA_2","D-serine/D-alanine/glycine transporter","3","3","1","114","5082","16","25","","365","365","365","","","","","","","","OPAAANOD_02607","","","","","","","","","","","","OCCFHEHO_03255","","","","","PLHLKKDO_03253","","","","","","",""
"group_7209","","hypothetical protein","3","3","1","114","3528","102","4","","1880","1880","1880","","","","","","","","OPAAANOD_03047","","","","","","","","","","","","OCCFHEHO_03720","","","","","PLHLKKDO_03411","","","","","","",""
"group_7212","","hypothetical protein","3","3","1","114","3799","3","45","","440","440","440","","","","","","","","OPAAANOD_03387","","","","","","","","","","","","OCCFHEHO_03387","","","","","PLHLKKDO_03984","","","","","","",""
"group_7218","","hypothetical protein","3","3","1","114","2336","1","1567","","218","218","218","","","","","","","","OPAAANOD_03464","","","","","MMHBEFPG_00550","","","","","","","","","","","","","","","","","","DHKOHJCB_01404",""
"group_7219","","hypothetical protein","3","3","1","114","2335","1","1566","","335","335","335","","","","","","","","OPAAANOD_03465","","","","","MMHBEFPG_00551","","","","","","","","","","","","","","","","","","DHKOHJCB_01405",""
"group_724","hcaB_1","3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase","3","3","1","114","6196","174","3","","626","2225","1640","","JOALHOIP_01405","","","EJLPBIDD_00422","","","OPAAANOD_01622","","","","","","","","","","","","","","","","","","","","","","","",""
"group_7268","","hypothetical protein","3","3","1","114","443","7","108","","1166","1166","1166","","","","","","","","","CBBMCBHD_00069","","","","","","","","","","KKOACABF_02346","","MDCBHCFC_03770","","","","","","","","","","",""
"group_7278","","hypothetical protein","3","3","1","114","4919","1","2996","","1100","1100","1100","","","","","","","","","CBBMCBHD_00398","","","","","","","","","","KKOACABF_04109","","MDCBHCFC_03226","","","","","","","","","","",""
"group_7279","","hypothetical protein","3","3","1","114","4918","1","2915","","1391","1391","1391","","","","","","","","","CBBMCBHD_00399","","","","","","","","","","KKOACABF_04108","","MDCBHCFC_03227","","","","","","","","","","",""
"rapI_2","","Response regulator aspartate phosphatase I","3","3","1","114","4007","1","2916","","1175","1175","1175","","","","","","","","","CBBMCBHD_00400","","","","","","","","","","KKOACABF_04107","","MDCBHCFC_03228","","","","","","","","","","",""
