query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,matched_GOs,Sub_Category,Main_Group
OGCDPPDJ_02204,224308.BSU37970,1.11e-164,460.0,"COG0692@1|root,COG0692@2|Bacteria,1TPSN@1239|Firmicutes,4HBTR@91061|Bacilli,1ZBCY@1386|Bacillus",2|Bacteria,L,Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine,ung,"GO:0003674,GO:0003824,GO:0004844,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006285,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097506,GO:0097510,GO:0140097,GO:1901360",3.2.2.27,ko:K03648,"ko03410,ko05340,map03410,map05340",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,UDG,"GO:0006950,GO:0006284,GO:0006281,GO:0033554,GO:0006974",General Stress,Stress Response
OGCDPPDJ_02226,224308.BSU38210,3.3300000000000002e-77,231.0,"COG2246@1|root,COG2246@2|Bacteria,1VESW@1239|Firmicutes,4HNK7@91061|Bacilli,1ZG2Y@1386|Bacillus",2|Bacteria,S,GtrA-like protein,gtcA,"GO:0000166,GO:0003674,GO:0003824,GO:0003870,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008883,GO:0009058,GO:0009987,GO:0016020,GO:0016410,GO:0016491,GO:0016620,GO:0016740,GO:0016746,GO:0016747,GO:0016748,GO:0016749,GO:0016903,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0036094,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044464,GO:0046148,GO:0046483,GO:0048037,GO:0050661,GO:0050662,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071944,GO:0097159,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576",-,-,-,-,-,-,-,-,-,-,GtrA,"GO:0033014,GO:0006783,GO:0006778,GO:0042168,GO:0006779,GO:0033013",Toxin Antitoxin,Stress Response
OGCDPPDJ_02256,224308.BSU38480,2.52e-149,420.0,"COG2357@1|root,COG2357@2|Bacteria,1TSC9@1239|Firmicutes,4HBE0@91061|Bacilli,1ZB8W@1386|Bacillus",2|Bacteria,S,protein conserved in bacteria,ywaC,"GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009259,GO:0009605,GO:0009987,GO:0009991,GO:0015969,GO:0016020,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0019637,GO:0019693,GO:0030312,GO:0031667,GO:0033865,GO:0033875,GO:0034032,GO:0034035,GO:0034641,GO:0042278,GO:0042578,GO:0042594,GO:0044237,GO:0044238,GO:0044281,GO:0044464,GO:0046128,GO:0046483,GO:0050896,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:1901068,GO:1901135,GO:1901360,GO:1901564,GO:1901657",2.7.6.5,"ko:K00951,ko:K07816","ko00230,map00230",-,R00429,"RC00002,RC00078","ko00000,ko00001,ko01000",-,-,-,RelA_SpoT,"GO:0006950,GO:0042594",General Stress,Stress Response
OGCDPPDJ_02270,224308.BSU38620,3.23e-145,408.0,"COG2094@1|root,COG2094@2|Bacteria,1V1E6@1239|Firmicutes,4HG5E@91061|Bacilli,1ZFWT@1386|Bacillus",2|Bacteria,L,Belongs to the DNA glycosylase MPG family,mpg,"GO:0003674,GO:0003824,GO:0003905,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360",3.2.2.21,ko:K03652,"ko03410,map03410",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,Pur_DNA_glyco,"GO:0006950,GO:0006284,GO:0006281,GO:0033554,GO:0006974",General Stress,Stress Response
OGCDPPDJ_02271,224308.BSU38630,0.0,1129.0,"COG0753@1|root,COG0753@2|Bacteria,1TPPV@1239|Firmicutes,4H9XQ@91061|Bacilli,1ZB44@1386|Bacillus",2|Bacteria,P,serves to protect cells from the toxic effects of hydrogen peroxide,katX,"GO:0000302,GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009636,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0020037,GO:0042221,GO:0042493,GO:0042542,GO:0042737,GO:0042743,GO:0042744,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0046906,GO:0048037,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070887,GO:0072593,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901363,GO:1901700,GO:1990748",1.11.1.6,ko:K03781,"ko00380,ko00630,ko01110,ko01130,ko01200,ko04011,ko04016,ko04068,ko04146,ko04211,ko04212,ko04213,ko05014,map00380,map00630,map01110,map01130,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014",M00532,"R00009,R00602,R02670","RC00034,RC00767,RC02141,RC02755","ko00000,ko00001,ko00002,ko01000",-,-,-,"Catalase,Catalase-rel","GO:0006950,GO:0042542,GO:0000302,GO:0006979,GO:0046677",General Stress,Stress Response
OGCDPPDJ_02311,224308.BSU39050,0.0,1381.0,"COG0693@1|root,COG0753@1|root,COG0693@2|Bacteria,COG0753@2|Bacteria,1TPPV@1239|Firmicutes,4H9XQ@91061|Bacilli,1ZB44@1386|Bacillus",2|Bacteria,P,serves to protect cells from the toxic effects of hydrogen peroxide,katE,"GO:0000302,GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009636,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0020037,GO:0042221,GO:0042493,GO:0042542,GO:0042737,GO:0042743,GO:0042744,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0046906,GO:0048037,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070887,GO:0072593,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901363,GO:1901700,GO:1990748","1.11.1.6,3.5.1.124","ko:K03781,ko:K05520","ko00380,ko00630,ko01110,ko01130,ko01200,ko04011,ko04016,ko04068,ko04146,ko04211,ko04212,ko04213,ko05014,map00380,map00630,map01110,map01130,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014",M00532,"R00009,R00602,R02670","RC00034,RC00767,RC02141,RC02755","ko00000,ko00001,ko00002,ko01000,ko01002",-,-,-,"Catalase,Catalase-rel,DJ-1_PfpI","GO:0006950,GO:0042542,GO:0000302,GO:0006979,GO:0046677",General Stress,Stress Response
OGCDPPDJ_02317,224308.BSU39110,0.0,926.0,"COG0513@1|root,COG0513@2|Bacteria,1TPAP@1239|Firmicutes,4HBR4@91061|Bacilli,1ZB39@1386|Bacillus",2|Bacteria,JKL,"DEAD-box RNA helicase involved in the assembly of the 50S ribosomal subunit. Has an RNA-dependent ATPase activity, which is specific for 23S rRNA, and a 3' to 5' RNA helicase activity that uses the energy of ATP hydrolysis to destabilize and unwind short rRNA duplexes",dbpA,"GO:0000027,GO:0000166,GO:0000339,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003725,GO:0003729,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006412,GO:0006413,GO:0006518,GO:0006725,GO:0006807,GO:0006950,GO:0006996,GO:0008026,GO:0008135,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0009058,GO:0009059,GO:0009266,GO:0009295,GO:0009409,GO:0009628,GO:0009987,GO:0010467,GO:0010468,GO:0010501,GO:0016020,GO:0016043,GO:0016070,GO:0016281,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019222,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033677,GO:0034458,GO:0034459,GO:0034622,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0042254,GO:0042255,GO:0042273,GO:0042623,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043531,GO:0043590,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050896,GO:0060255,GO:0065003,GO:0065007,GO:0070035,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:0097367,GO:0140097,GO:0140098,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576",3.6.4.13,"ko:K05591,ko:K05592,ko:K18692","ko03018,map03018",-,-,-,"ko00000,ko00001,ko01000,ko03009,ko03019",-,-,-,"DEAD,DbpA,Helicase_C","GO:0006950,GO:0009409",General Stress,Stress Response
OGCDPPDJ_02352,720555.BATR1942_17700,3.7e-77,231.0,"COG0494@1|root,COG0494@2|Bacteria,1V6ET@1239|Firmicutes,4HIP6@91061|Bacilli,1ZG7Z@1386|Bacillus",2|Bacteria,L,COG0494 NTP pyrophosphohydrolases including oxidative damage repair enzymes,nudG,"GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360","3.6.1.55,3.6.1.65","ko:K03574,ko:K08320",-,-,-,-,"ko00000,ko01000,ko03400",-,-,"iE2348C_1286.E2348C_1887,iECP_1309.ECP_1705,iLF82_1304.LF82_1533,iNRG857_1313.NRG857_08815,iPC815.YPO2167,iSSON_1240.SSON_1397",NUDIX,"GO:0006950,GO:0006974,GO:0006281,GO:0033554",General Stress,Stress Response
OGCDPPDJ_02401,224308.BSU39820,0.0,1214.0,"COG0326@1|root,COG0326@2|Bacteria,1TQEU@1239|Firmicutes,4HD5Z@91061|Bacilli,1ZBHK@1386|Bacillus",2|Bacteria,O,Molecular chaperone. Has ATPase activity,htpG,"GO:0000302,GO:0000303,GO:0000305,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006457,GO:0006950,GO:0006974,GO:0006979,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0010035,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030312,GO:0033554,GO:0034599,GO:0034614,GO:0042221,GO:0042623,GO:0042802,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0070887,GO:0071450,GO:0071451,GO:0071944,GO:1901700,GO:1901701",-,ko:K04079,"ko04141,ko04151,ko04217,ko04612,ko04621,ko04626,ko04657,ko04659,ko04914,ko04915,ko05200,ko05215,ko05418,map04141,map04151,map04217,map04612,map04621,map04626,map04657,map04659,map04914,map04915,map05200,map05215,map05418",-,-,-,"ko00000,ko00001,ko01009,ko03029,ko03051,ko03110,ko04131,ko04147",-,-,-,"HATPase_c,HATPase_c_3,HSP90","GO:0006950,GO:0071451,GO:0000302,GO:0000305,GO:0034614,GO:0000303,GO:0006979,GO:0033554,GO:0009408,GO:0006974,GO:0006457,GO:0034599,GO:0071450",General Stress,Stress Response
OGCDPPDJ_02429,224308.BSU40090,9.33e-136,384.0,"COG0450@1|root,COG0450@2|Bacteria,1TQU7@1239|Firmicutes,4HA2M@91061|Bacilli,1ZCZP@1386|Bacillus",2|Bacteria,O,Alkyl hydroperoxide reductase,ahpC,"GO:0003674,GO:0003824,GO:0004601,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006873,GO:0006875,GO:0006879,GO:0006950,GO:0006979,GO:0007154,GO:0008150,GO:0008152,GO:0009267,GO:0009321,GO:0009605,GO:0009636,GO:0009970,GO:0009987,GO:0009991,GO:0010033,GO:0016209,GO:0016491,GO:0016667,GO:0016671,GO:0016684,GO:0019725,GO:0030003,GO:0031667,GO:0031668,GO:0031669,GO:0032843,GO:0032991,GO:0033194,GO:0033195,GO:0033212,GO:0033214,GO:0033554,GO:0042221,GO:0042592,GO:0042594,GO:0042802,GO:0044424,GO:0044444,GO:0044464,GO:0046916,GO:0048878,GO:0050801,GO:0050896,GO:0051716,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0071496,GO:0097237,GO:0098754,GO:0098771,GO:0098869,GO:1901700,GO:1902494,GO:1990204,GO:1990748",1.11.1.15,ko:K03386,"ko04214,map04214",-,-,-,"ko00000,ko00001,ko01000,ko04147",-,-,-,"1-cysPrx_C,AhpC-TSA","GO:0006950,GO:0009970,GO:0009267,GO:0006979,GO:0033554,GO:0033195,GO:0042594,GO:0033194",General Stress,Stress Response
OGCDPPDJ_02483,224308.BSU40480,1.2e-282,773.0,"COG2807@1|root,COG2807@2|Bacteria,1TP9R@1239|Firmicutes,4H9YZ@91061|Bacilli,1ZC26@1386|Bacillus",2|Bacteria,P,COG2807 Cyanate permease,yeaN,"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0042221,GO:0044464,GO:0046677,GO:0050896,GO:0071944",-,ko:K03449,-,-,-,-,"ko00000,ko02000",2.A.1.17,-,-,MFS_1,GO:0046677,Antibiotic Response,Stress Response
OGCDPPDJ_02515,1308866.J416_02736,1.84e-153,440.0,"COG0113@1|root,COG0113@2|Bacteria,1TP09@1239|Firmicutes,4HBQC@91061|Bacilli,47031@74385|Gracilibacillus",2|Bacteria,H,Delta-aminolevulinic acid dehydratase,hemB,"GO:0003674,GO:0003824,GO:0004655,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",4.2.1.24,ko:K01698,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R00036,"RC00918,RC01781","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,iHN637.CLJU_RS15750,ALAD,"GO:0033014,GO:0006783,GO:0006778,GO:0042168,GO:0006779,GO:0033013",Toxin Antitoxin,Stress Response
OGCDPPDJ_02553,224308.BSU40880,1.9100000000000002e-183,509.0,"COG0708@1|root,COG0708@2|Bacteria,1TPFB@1239|Firmicutes,4HAIU@91061|Bacilli,1ZAS3@1386|Bacillus",2|Bacteria,L,exodeoxyribonuclease III,xth,"GO:0003674,GO:0003824,GO:0003906,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008296,GO:0008309,GO:0008311,GO:0008408,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360",3.1.11.2,ko:K01142,"ko03410,map03410",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,Exo_endo_phos,"GO:0006950,GO:0006284,GO:0006281,GO:0033554,GO:0006974",General Stress,Stress Response
OGCDPPDJ_02557,224308.BSU40920,5.65e-256,702.0,"COG0012@1|root,COG0012@2|Bacteria,1TPRK@1239|Firmicutes,4H9SQ@91061|Bacilli,1ZBUI@1386|Bacillus",2|Bacteria,J,ATPase that binds to both the 70S ribosome and the 50S ribosomal subunit in a nucleotide-independent manner,ychF,"GO:0003674,GO:0003824,GO:0004857,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0006979,GO:0008150,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030234,GO:0043021,GO:0043022,GO:0043023,GO:0043086,GO:0044092,GO:0044424,GO:0044464,GO:0044877,GO:0050790,GO:0050896,GO:0065007,GO:0065009,GO:0098772",-,ko:K06942,-,-,-,-,"ko00000,ko03009",-,-,-,"MMR_HSR1,YchF-GTPase_C","GO:0006950,GO:0006979",General Stress,Stress Response
OGCDPPDJ_02575,224308.BSU00040,2.63e-263,721.0,"COG1195@1|root,COG1195@2|Bacteria,1TP9U@1239|Firmicutes,4HA0W@91061|Bacilli,1ZC8V@1386|Bacillus",2|Bacteria,L,"it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP",recF,"GO:0000731,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009295,GO:0009987,GO:0018130,GO:0019438,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0090304,GO:1901360,GO:1901362,GO:1901576",-,ko:K03629,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko03400",-,-,-,SMC_N,"GO:0006950,GO:0006281,GO:0033554,GO:0006974,GO:0006302",General Stress,Stress Response
OGCDPPDJ_02635,224308.BSU17050,0.0,1214.0,"COG0323@1|root,COG0323@2|Bacteria,1TPGK@1239|Firmicutes,4HB34@91061|Bacilli,1ZB9X@1386|Bacillus",2|Bacteria,L,"This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex",mutL,"GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032300,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1990391",-,ko:K03572,"ko03430,map03430",-,-,-,"ko00000,ko00001,ko03400",-,-,-,"DNA_mis_repair,HATPase_c_3,MutL_C","GO:0006950,GO:0006281,GO:0006298,GO:0033554,GO:0006974",General Stress,Stress Response
OGCDPPDJ_02636,224308.BSU17040,0.0,1659.0,"COG0249@1|root,COG0249@2|Bacteria,1TPRJ@1239|Firmicutes,4HA63@91061|Bacilli,1ZB93@1386|Bacillus",2|Bacteria,L,that it carries out the mismatch recognition step. This protein has a weak ATPase activity,mutS,"GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008094,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030983,GO:0032300,GO:0032991,GO:0033554,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990391",-,ko:K03555,"ko03430,map03430",-,-,-,"ko00000,ko00001,ko03400",-,-,-,"MutS_I,MutS_II,MutS_III,MutS_IV,MutS_V","GO:0006950,GO:0006281,GO:0006298,GO:0033554,GO:0006974",General Stress,Stress Response
OGCDPPDJ_02646,224308.BSU16940,4.7e-239,658.0,"COG0468@1|root,COG0468@2|Bacteria,1TPD5@1239|Firmicutes,4HAG5@91061|Bacilli,1ZCUX@1386|Bacillus",2|Bacteria,L,"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage",recA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009292,GO:0009294,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0030420,GO:0031668,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0044764,GO:0046483,GO:0050896,GO:0051704,GO:0051716,GO:0071496,GO:0071704,GO:0090304,GO:1901360",-,ko:K03553,"ko03440,map03440",M00729,-,-,"ko00000,ko00001,ko00002,ko03400",-,-,-,RecA,"GO:0006950,GO:0006281,GO:0009432,GO:0033554,GO:0006974",General Stress,Stress Response
OGCDPPDJ_02669,224308.BSU16690,0.0,1332.0,"COG1185@1|root,COG1185@2|Bacteria,1TQDW@1239|Firmicutes,4H9Z3@91061|Bacilli,1ZB24@1386|Bacillus",2|Bacteria,J,Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction,pnp,"GO:0000166,GO:0000175,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0004654,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008408,GO:0009056,GO:0009057,GO:0009266,GO:0009408,GO:0009628,GO:0009892,GO:0009987,GO:0010468,GO:0010605,GO:0010629,GO:0016020,GO:0016070,GO:0016071,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0017076,GO:0019001,GO:0019222,GO:0019439,GO:0030312,GO:0030551,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034655,GO:0035438,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0050896,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0097159,GO:0097367,GO:0140098,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901575",2.7.7.8,ko:K00962,"ko00230,ko00240,ko03018,map00230,map00240,map03018",M00394,"R00437,R00438,R00439,R00440",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03016,ko03019",-,-,-,"KH_1,PNPase,RNase_PH,RNase_PH_C,S1","GO:0006950,GO:0009408",General Stress,Stress Response
OGCDPPDJ_02673,224308.BSU16650,3.29e-75,225.0,"COG0858@1|root,COG0858@2|Bacteria,1VA0P@1239|Firmicutes,4HII1@91061|Bacilli,1ZGB3@1386|Bacillus",2|Bacteria,J,One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA,rbfA,"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0030490,GO:0033554,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042274,GO:0043021,GO:0043024,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071840,GO:0090304,GO:1901360",-,ko:K02834,-,-,-,-,"ko00000,ko03009",-,-,-,RBFA,"GO:0006950,GO:0006974,GO:0033554,GO:0009409",General Stress,Stress Response
