Gene_Name,GO_Terms,Classification
OGCDPPDJ_02693,"GO:0006935,GO:0008150,GO:0009605,GO:0040011,GO:0042221,GO:0042330,GO:0050896,GO:0050918",Environmental Adaptation
OGCDPPDJ_02694,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006935,GO:0008150,GO:0009453,GO:0009605,GO:0040011,GO:0042221,GO:0042330,GO:0042333,GO:0044424,GO:0044444,GO:0044464,GO:0050896",Environmental Adaptation
OGCDPPDJ_02703,"GO:0005575,GO:0005623,GO:0005886,GO:0006935,GO:0008150,GO:0009605,GO:0016020,GO:0040011,GO:0042221,GO:0042330,GO:0044403,GO:0044419,GO:0044464,GO:0050896,GO:0051701,GO:0051704,GO:0052116,GO:0052126,GO:0052127,GO:0052143,GO:0052192,GO:0052195,GO:0052216,GO:0052243,GO:0071944",Environmental Adaptation
OGCDPPDJ_02706,"GO:0003674,GO:0003824,GO:0004721,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0006935,GO:0008150,GO:0008152,GO:0009605,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019538,GO:0032879,GO:0036211,GO:0040011,GO:0040012,GO:0042221,GO:0042330,GO:0042578,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0050789,GO:0050794,GO:0050896,GO:0051270,GO:0065007,GO:0071704,GO:0140096,GO:1901564,GO:1902021,GO:2000145",Environmental Adaptation
OGCDPPDJ_02707,"GO:0005575,GO:0005623,GO:0005886,GO:0006935,GO:0008150,GO:0009288,GO:0009425,GO:0009605,GO:0016020,GO:0040011,GO:0042221,GO:0042330,GO:0042995,GO:0043226,GO:0043228,GO:0044422,GO:0044461,GO:0044463,GO:0044464,GO:0050896,GO:0050918,GO:0071944",Environmental Adaptation
OGCDPPDJ_02716,"GO:0001539,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006928,GO:0006935,GO:0006996,GO:0008150,GO:0009288,GO:0009425,GO:0009605,GO:0009987,GO:0016020,GO:0016043,GO:0022607,GO:0030030,GO:0030031,GO:0040011,GO:0042221,GO:0042330,GO:0042802,GO:0042803,GO:0042995,GO:0043226,GO:0043228,GO:0044085,GO:0044403,GO:0044419,GO:0044422,GO:0044461,GO:0044463,GO:0044464,GO:0044780,GO:0044781,GO:0046982,GO:0046983,GO:0048870,GO:0050896,GO:0051179,GO:0051674,GO:0051701,GO:0051704,GO:0052116,GO:0052126,GO:0052127,GO:0052143,GO:0052192,GO:0052195,GO:0052216,GO:0052243,GO:0070925,GO:0071840,GO:0071944,GO:0071973,GO:0071978,GO:0097588",Environmental Adaptation
OGCDPPDJ_02722,"GO:0000166,GO:0000287,GO:0000502,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0009266,GO:0009376,GO:0009408,GO:0009628,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019538,GO:0019904,GO:0022607,GO:0030554,GO:0031597,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034214,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043335,GO:0043933,GO:0044085,GO:0044238,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046872,GO:0050896,GO:0051259,GO:0065003,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1902494,GO:1904949,GO:1905368,GO:1905369",Stress Response
OGCDPPDJ_02723,"GO:0000166,GO:0000287,GO:0000502,GO:0003674,GO:0003824,GO:0004175,GO:0004298,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009057,GO:0009266,GO:0009376,GO:0009408,GO:0009628,GO:0009987,GO:0016043,GO:0016787,GO:0017076,GO:0019538,GO:0019904,GO:0022607,GO:0030163,GO:0030554,GO:0031597,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034214,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046872,GO:0050896,GO:0051259,GO:0051603,GO:0065003,GO:0070003,GO:0070011,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1904949,GO:1905368,GO:1905369",Stress Response
OGCDPPDJ_02732,"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006281,GO:0006298,GO:0006401,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0032299,GO:0032991,GO:0033554,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901576",Stress Response
OGCDPPDJ_02766,"GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006270,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0034645,GO:0042623,GO:0043138,GO:0043140,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360,GO:1901576",Stress Response
OGCDPPDJ_02776,"GO:0003674,GO:0003824,GO:0004851,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008757,GO:0009058,GO:0009987,GO:0016740,GO:0016741,GO:0018130,GO:0019354,GO:0019438,GO:0032259,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046156,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",Stress Response
OGCDPPDJ_02830,"GO:0000027,GO:0000302,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006950,GO:0006979,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009628,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042221,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0050896,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1901700,GO:1990904",Stress Response
OGCDPPDJ_02851,"GO:0003674,GO:0003824,GO:0004311,GO:0004659,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0015980,GO:0016020,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044464,GO:0045333,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",Stress Response
OGCDPPDJ_02853,"GO:0003674,GO:0003824,GO:0004075,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010565,GO:0016053,GO:0016874,GO:0016879,GO:0019216,GO:0019217,GO:0019222,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032787,GO:0042304,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045717,GO:0045833,GO:0045922,GO:0046394,GO:0046890,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051055,GO:0062012,GO:0062014,GO:0065007,GO:0071704,GO:0072330,GO:0080090,GO:1901576",Stress Response
OGCDPPDJ_02862,"GO:0000027,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006996,GO:0008150,GO:0009266,GO:0009408,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0034622,GO:0042254,GO:0042255,GO:0042273,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0065003,GO:0070925,GO:0071826,GO:0071840",Stress Response
OGCDPPDJ_02880,"GO:0000166,GO:0001505,GO:0003674,GO:0003824,GO:0004148,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005759,GO:0005829,GO:0006082,GO:0006084,GO:0006085,GO:0006086,GO:0006090,GO:0006103,GO:0006139,GO:0006163,GO:0006164,GO:0006464,GO:0006520,GO:0006544,GO:0006546,GO:0006637,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009058,GO:0009063,GO:0009069,GO:0009071,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015036,GO:0016054,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0017144,GO:0018130,GO:0018335,GO:0019362,GO:0019438,GO:0019464,GO:0019538,GO:0019637,GO:0019693,GO:0019752,GO:0031974,GO:0031981,GO:0032787,GO:0032991,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0035383,GO:0035384,GO:0036094,GO:0036211,GO:0042133,GO:0042135,GO:0042737,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043436,GO:0043543,GO:0043603,GO:0043604,GO:0043648,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044272,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044428,GO:0044429,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045239,GO:0045240,GO:0045250,GO:0045252,GO:0045254,GO:0046390,GO:0046395,GO:0046483,GO:0046496,GO:0046872,GO:0046914,GO:0048037,GO:0050660,GO:0050662,GO:0050896,GO:0051186,GO:0051188,GO:0055086,GO:0055114,GO:0061732,GO:0065007,GO:0065008,GO:0070013,GO:0071616,GO:0071704,GO:0072521,GO:0072522,GO:0072524,GO:0090407,GO:0097159,GO:0106077,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1902494,GO:1990204,GO:1990234",Stress Response
OGCDPPDJ_02899,"GO:0006950,GO:0008150,GO:0009266,GO:0009409,GO:0009628,GO:0050896",Stress Response
OGCDPPDJ_02921,"GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0006810,GO:0006950,GO:0006970,GO:0008150,GO:0008381,GO:0009628,GO:0009987,GO:0015267,GO:0022803,GO:0022836,GO:0022857,GO:0033554,GO:0042802,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071214,GO:0071470,GO:0104004",Stress Response
OGCDPPDJ_02939,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006935,GO:0008150,GO:0009453,GO:0009605,GO:0040011,GO:0042221,GO:0042330,GO:0042333,GO:0044424,GO:0044444,GO:0044464,GO:0050896",Environmental Adaptation
OGCDPPDJ_02946,"GO:0005575,GO:0005623,GO:0005886,GO:0006935,GO:0008150,GO:0009605,GO:0016020,GO:0040011,GO:0042221,GO:0042330,GO:0044464,GO:0050896,GO:0050918,GO:0071944",Environmental Adaptation
OGCDPPDJ_02992,"GO:0003674,GO:0003824,GO:0003908,GO:0006139,GO:0006259,GO:0006281,GO:0006304,GO:0006307,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0009987,GO:0016740,GO:0016741,GO:0032259,GO:0033554,GO:0034641,GO:0035510,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360",Stress Response
OGCDPPDJ_03005,"GO:0000302,GO:0003674,GO:0003824,GO:0006950,GO:0006979,GO:0008081,GO:0008150,GO:0009987,GO:0010035,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0033554,GO:0034599,GO:0034614,GO:0035690,GO:0042221,GO:0042493,GO:0042578,GO:0050896,GO:0051716,GO:0052621,GO:0070887,GO:0071111,GO:0071241,GO:0071731,GO:0071732,GO:0097366,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902170",Stress Response
OGCDPPDJ_03045,"GO:0000041,GO:0000166,GO:0001505,GO:0003674,GO:0003824,GO:0004155,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008941,GO:0009056,GO:0009987,GO:0015669,GO:0015671,GO:0015893,GO:0016491,GO:0016645,GO:0016646,GO:0016705,GO:0016708,GO:0017144,GO:0019825,GO:0030001,GO:0033554,GO:0034641,GO:0036094,GO:0042133,GO:0042135,GO:0042221,GO:0042493,GO:0042737,GO:0043167,GO:0043168,GO:0044237,GO:0044248,GO:0044270,GO:0044464,GO:0046209,GO:0046210,GO:0048037,GO:0050660,GO:0050662,GO:0050896,GO:0051179,GO:0051213,GO:0051234,GO:0051409,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0071500,GO:0071949,GO:0072593,GO:0097159,GO:1901265,GO:1901363,GO:2001057",Stress Response
OGCDPPDJ_03106,"GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0033554,GO:0050896,GO:0051716",Stress Response
OGCDPPDJ_03148,"GO:0003674,GO:0003824,GO:0004311,GO:0004659,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008495,GO:0009058,GO:0009987,GO:0015980,GO:0016020,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044464,GO:0045333,GO:0046148,GO:0046483,GO:0048033,GO:0048034,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",Stress Response
OGCDPPDJ_03207,"GO:0000920,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006355,GO:0006950,GO:0006970,GO:0007059,GO:0008094,GO:0008150,GO:0009628,GO:0009651,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0015616,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019219,GO:0019222,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0033676,GO:0042221,GO:0042623,GO:0042802,GO:0043085,GO:0043565,GO:0044093,GO:0044425,GO:0044459,GO:0044464,GO:0045893,GO:0045935,GO:0046677,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051301,GO:0051716,GO:0060255,GO:0065007,GO:0065009,GO:0070887,GO:0071236,GO:0071944,GO:0080090,GO:0097159,GO:0140097,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",Stress Response
OGCDPPDJ_03210,"GO:0005575,GO:0005622,GO:0005623,GO:0006950,GO:0006974,GO:0008150,GO:0009380,GO:0009987,GO:0032991,GO:0033554,GO:0044424,GO:0044464,GO:0050896,GO:0051716,GO:1902494,GO:1905347,GO:1905348,GO:1990391",Stress Response
OGCDPPDJ_03244,"GO:0000725,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008821,GO:0009058,GO:0009059,GO:0009987,GO:0016787,GO:0016788,GO:0016889,GO:0016894,GO:0031297,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0045005,GO:0046483,GO:0048476,GO:0050896,GO:0051716,GO:0071704,GO:0071932,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901576",Stress Response
OGCDPPDJ_03295,"GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006950,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0033554,GO:0036094,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055114,GO:0065003,GO:0070417,GO:0071704,GO:0071840,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576",Stress Response
OGCDPPDJ_03307,"GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009259,GO:0009605,GO:0009987,GO:0009991,GO:0015969,GO:0016020,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0019637,GO:0019693,GO:0030312,GO:0031667,GO:0033865,GO:0033875,GO:0034032,GO:0034035,GO:0034641,GO:0042278,GO:0042578,GO:0042594,GO:0044237,GO:0044238,GO:0044281,GO:0044464,GO:0046128,GO:0046483,GO:0050896,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:1901068,GO:1901135,GO:1901360,GO:1901564,GO:1901657",Stress Response
OGCDPPDJ_03369,"GO:0000049,GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005524,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006974,GO:0008144,GO:0008150,GO:0009987,GO:0017076,GO:0019001,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032561,GO:0033554,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0097159,GO:0097367,GO:1901265,GO:1901363",Stress Response
OGCDPPDJ_03372,"GO:0001101,GO:0003674,GO:0003824,GO:0006066,GO:0006355,GO:0007154,GO:0007584,GO:0008150,GO:0008152,GO:0009056,GO:0009605,GO:0009847,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010033,GO:0010034,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016407,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016746,GO:0016747,GO:0019152,GO:0019219,GO:0019222,GO:0019751,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0032502,GO:0034077,GO:0034078,GO:0034311,GO:0034313,GO:0042180,GO:0042182,GO:0042221,GO:0042844,GO:0042846,GO:0043894,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0045013,GO:0045014,GO:0045149,GO:0045150,GO:0045892,GO:0045934,GO:0045990,GO:0046015,GO:0046164,GO:0046174,GO:0046677,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0055114,GO:0060255,GO:0061984,GO:0061985,GO:0061986,GO:0065007,GO:0070887,GO:0071229,GO:0071236,GO:0071310,GO:0071311,GO:0071496,GO:0071704,GO:0080090,GO:1901575,GO:1901615,GO:1901616,GO:1901700,GO:1901701,GO:1902652,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",Stress Response
OGCDPPDJ_03389,"GO:0003674,GO:0005215,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015893,GO:0022857,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0055085",Both
OGCDPPDJ_03409,"GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0004518,GO:0004519,GO:0004527,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016788,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0140097,GO:1901360",Stress Response
OGCDPPDJ_03432,"GO:0003674,GO:0005488,GO:0006935,GO:0007154,GO:0007165,GO:0008150,GO:0009453,GO:0009454,GO:0009605,GO:0009987,GO:0020037,GO:0023052,GO:0040011,GO:0042221,GO:0042330,GO:0046906,GO:0048037,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0097159,GO:1901363",Environmental Adaptation
OGCDPPDJ_03455,"GO:0003674,GO:0003824,GO:0004325,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016829,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",Stress Response
OGCDPPDJ_03456,"GO:0003674,GO:0003824,GO:0004853,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",Stress Response
OGCDPPDJ_03472,"GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0006457,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0140096,GO:1901564",Stress Response
OGCDPPDJ_03524,"GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0033554,GO:0050896,GO:0051716",Stress Response
OGCDPPDJ_03537,"GO:0001072,GO:0001678,GO:0003674,GO:0005975,GO:0006066,GO:0006071,GO:0006355,GO:0008150,GO:0008152,GO:0009743,GO:0009746,GO:0009749,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0019400,GO:0019725,GO:0019751,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031554,GO:0031564,GO:0033500,GO:0034284,GO:0042221,GO:0042592,GO:0042593,GO:0043242,GO:0043244,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046677,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048878,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0055082,GO:0060255,GO:0060567,GO:0065007,GO:0065008,GO:0070887,GO:0071310,GO:0071322,GO:0071326,GO:0071331,GO:0071333,GO:0071704,GO:0080090,GO:0140110,GO:1901615,GO:1901700,GO:1901701,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141",Stress Response
